map_file=random-32-32-10.map
agents=90
seed=27
random_problem=0
max_comp_time=30000
19,0,24,21
8,26,24,25
16,23,5,9
24,0,25,16
13,4,17,27
2,0,31,19
10,5,1,7
14,21,10,28
30,29,22,13
31,4,19,10
15,16,19,15
26,7,0,25
12,30,29,31
3,8,26,22
22,11,12,22
30,25,29,2
2,27,7,25
27,5,21,17
1,1,2,26
16,21,19,29
5,20,10,13
0,31,23,24
23,4,17,2
0,11,28,16
9,18,16,24
4,22,27,31
28,25,7,24
31,14,15,0
11,2,1,8
9,9,28,8
1,0,14,24
26,24,14,17
25,21,6,19
7,5,31,28
31,24,10,31
4,3,18,19
9,31,16,0
18,10,0,20
10,4,21,19
23,10,30,20
2,4,26,28
18,3,22,24
19,18,4,28
28,18,2,29
30,30,4,1
22,3,0,7
0,1,30,2
4,15,28,28
8,18,3,2
30,11,0,3
14,0,30,9
11,17,19,16
31,15,25,31
15,13,11,19
2,1,30,0
4,19,9,12
26,1,23,27
23,1,0,2
20,19,20,13
25,0,5,31
10,8,10,9
0,17,28,20
8,31,30,10
9,0,7,28
1,30,18,24
22,1,28,21
31,9,9,19
8,8,6,23
12,29,20,22
28,5,24,28
0,26,6,28
31,5,6,25
30,31,28,0
0,29,6,9
10,12,20,29
31,29,14,15
1,15,27,0
7,30,11,0
31,25,1,13
18,22,0,15
6,31,23,29
8,0,0,5
31,13,7,31
11,31,1,24
3,1,0,30
30,28,5,14
14,2,3,21
28,22,28,31
10,2,1,12
11,24,29,0
